LoggroID,Ingrediente,Categoria,Unidad,StockLoggro,EnAtolon
"685da001534de096bf7e2dbc","Salsa de tomate","Producción BAR","Und",0,"Salsa de tomate"
"685d70590610ec10cc9cd9b7","SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES ROJOS","PRODUCCION COCINA","Ml",0,""
"685d70590610ec10cc9cd9b4","SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES VERVES","PRODUCCION COCINA","Ml",0,""
"685d98f5d61654d772c7e2ad","Salsa inglesa","Producción BAR","Und",0,"Salsa inglesa"
"664b50197daba87a336973a8","salsa panela y chile","PRODUCCION COCINA","Gr",0,""
"685d9d4db2279b1025a1e9e1","Salsa picante chile","Producción BAR","Und",0,"Salsa picante chile"
"685c8be57467073b89a74958","SALSA PIZZA","PRODUCCION COCINA","Kg",0,""
"685d989db1dabf512c2da3b9","Salsa tabasco","Producción BAR","Und",0,"Salsa tabasco"
"6658b50e24ba630864799885","sandwich personal","PRODUCCION COCINA","Und",0,""
"666c9cd9fdd99a166b4a0e97","sirope de jengibre","Producción BAR","Oz",0,"sirope de jengibre"
"68755a38284ec44c043c53dc","SODA","Producción BAR","Ml",0,"SODA"
"685d96bb8351b342aa00744c","Stevia","Producción BAR","Und",0,"Stevia"
"66e1ceb15360b378164d23af","suavizante aro","Otros","Und",0,"suavizante aro"
"685d9761f082f5f233f3efb4","Sucra ladiet","Producción BAR","Und",0,"Sucra ladiet"
"69fcd49d2e2dfc074a0bca66","sulfato de aluminio tipo a","Otros","?",0,"sulfato de aluminio tipo a"
"69fcd4c258126d586c418dd3","sulfato de aluminio tipo b","Otros","?",0,"sulfato de aluminio tipo b"
"69fcd428d5e63239a09f2006","super clarificador ","Otros","?",0,"super clarificador "
"6875689a4b496c81ecfb9a03","Syrup de romero","Producción BAR","Ml",0,"Syrup de romero"
"685d9c9c901357268cae8803","Tabasco 65ml","Producción BAR","Und",0,"Tabasco 65ml"
"64cd50bbef86b305ed125672","Tabla de encurtidos","Snacks","Und",0,""
"685d95f6138f4572af3c7e69","Tajin","Producción BAR","Und",0,"Tajin"
"685d9ea3b1dabf512c668ff5","Te mansanilla","Producción BAR","Und",0,"Te mansanilla"
"685d9ed7d61654d772fe3232","Té miel y gengibre","Producción BAR","Und",0,"Té miel y gengibre"
"685d9e5b25c6bb260c78939e","Te negro","Producción BAR","Und",0,"Te negro"
"690a75925617495316d1eda4","té negro premium","Producción BAR","Und",0,"té negro premium"
"690a75231bc1ce6173eef8d8","té verde","Producción BAR","Und",0,"té verde"
"64150c1a878b1805dec12ca6","Tequila Gran Centenario 750Ml BT","BOTELLAS","?",0,""
"6516059575250e7594016e80","Tequila Gran Centenario Plata 750ml BT","BOTELLAS","?",0,""
"69ea6d83117b22e1d8adb234","Tequila Jimador Reposado - 700ml","TEQUILA / MEZCAL","?",0,"Tequila Jimador Reposado - 700ml"
"69f9f086df87bf188d7986a1","TIJERAS ","Otros","?",0,"TIJERAS "
"69f2296fb0243ba116b456ba","toalla papel de mano pqt","Otros","Und",0,"toalla papel de mano pqt"
"687528e5df1cf740b1f503ff","TOMATE VERDE","PRODUCCION COCINA","Gr",0,"TOMATE VERDE"
"687567b702031e4f08d9c291","Toronja deshidratada","Producción BAR","Und",0,"Toronja deshidratada"
"69f22a2608eaba489fa9b83e","trapero hotelero","Otros","Und",0,"trapero hotelero"
"685c66c7e5938a00966c701c","TZATZIKI","PRODUCCION COCINA","Kg",0,""
"666dc88c81d962c13394837b","Uchuva","Insumos cocina","Gr",0,"Uchuva"
"66411508c33d858647eaf887","Uva pasa","PRODUCCION COCINA","Gr",0,"Uva pasa"
"66e1cc1ff81f3e075de2137b","vasos desechables","Insumos cocina","Und",0,"vasos desechables"
"69efa34b71fed8c593c7ad6a","Vermouth Cinzano Bianco 1000ml","LICORES","?",0,"Vermouth Cinzano Bianco 1000ml"
"6a08f76d5ddc4d6beaf6193d","VINO BLANCO RAMON BILBAO VERDEJO","VINOS / ESPUMOSOS","Und",0,"VINO BLANCO RAMON BILBAO VERDEJO"
"65c826d7913f1105ed85bd0b","Vino PANUL varietal Chardonnay 750 ml","VINOS / ESPUMOSOS","?",0,""
"69ea74f511ac668989809b62","Vino Ramon Bilbao Rueda Verdejo","VINOS / ESPUMOSOS","?",0,"Vino Ramon Bilbao Rueda Verdejo"
"6874fc2c02031e4f083c00f6","Vino Tinto 120 - 750ml","VINOS / ESPUMOSOS","Und",0,"Vino Tinto 120 - 750ml"
"698ce351be0b8cdde4126c95","VINO TINTO EL ANDEN","VINOS / ESPUMOSOS","?",0,""
"6874fbe01882063386b435db","Vino Tinto Rosaleda 750ml","VINOS / ESPUMOSOS","Und",0,"Vino Tinto Rosaleda 750ml"
"68f191c1dd310c48183a7ba5","Vino Tinto Santa Helena","VINOS / ESPUMOSOS","Und",0,"Vino Tinto Santa Helena"
"6874eee04c711bfff5a0b507","Vodka Absolut Elix 750ml","VODKA / GIN","Und",0,"Vodka Absolut Elix 750ml"
"675f18989019cfcd877d29c4","vodka Russ kaya Shot","VODKA / GIN","?",0,""
"69efa34c6725419c542d9e91","Wyborowa 700ml","VODKA / GIN","?",0,"Wyborowa 700ml"
"66c7a936993f9b7648fdb400","YOGUOR GRIEGO","Insumos cocina","Gr",0,"YOGUOR GRIEGO"
"6a32ad9576292d3b51ac017c","YUCA MCKAIN","Insumos cocina","Gr",0,"YUCA MCKAIN"
"687529160f8f3850d5dfe7d7","ZARZAMORA","PRODUCCION COCINA","Gr",0,"ZARZAMORA"
"6875d3663301f372f1d29f4b","Zumo de lichee","Producción BAR","Ml",0,"Zumo de lichee"
